SalesKey,TransactionId,DateKey,TimeKey,CustomerKey,ShopKey,MenuItemKey,Quantity,UnitPrice,TotalAmount,LoyaltyPointsEarned,LoyaltyPointsRedeemed,PaymentMethod,Size,SourceSystem,CreatedAt
208,txn-000208,20250803,230300,70,6,17,1,8.75,8.75,4,2,Debit Card,Large,CosmosDB,2025-08-03 23:03:00.000
209,txn-000209,20250803,70600,62,15,8,3,3.50,10.50,4,3,Gift Card,Medium,CosmosDB,2025-08-03 07:06:00.000
210,txn-000210,20250802,35100,3,8,1,4,3.00,12.00,5,2,Credit Card,Small,CosmosDB,2025-08-02 03:51:00.000
211,txn-000211,20250802,181500,87,2,6,4,6.00,24.00,4,2,Credit Card,Large,CosmosDB,2025-08-02 18:15:00.000
212,txn-000212,20250802,30600,112,17,8,3,2.50,7.50,5,0,Credit Card,Small,CosmosDB,2025-08-02 03:06:00.000
213,txn-000213,20250804,34100,240,13,14,1,2.00,2.00,0,3,Credit Card,Small,CosmosDB,2025-08-04 03:41:00.000
214,txn-000214,20250804,32700,411,17,17,3,8.00,24.00,4,3,Mobile Pay,Medium,CosmosDB,2025-08-04 03:27:00.000
215,txn-000215,20250803,21300,24,15,14,1,3.00,3.00,5,2,Mobile Pay,Medium,CosmosDB,2025-08-03 02:13:00.000
216,txn-000216,20250803,193100,280,11,6,4,6.00,24.00,5,0,Cash,Large,CosmosDB,2025-08-03 19:31:00.000
217,txn-000217,20250801,75900,12,15,4,3,3.75,11.25,0,2,Debit Card,Small,CosmosDB,2025-08-01 07:59:00.000
218,txn-000218,20250801,102500,317,4,14,2,3.50,7.00,0,0,Credit Card,Large,CosmosDB,2025-08-01 10:25:00.000
219,txn-000219,20250804,120100,51,5,17,1,8.75,8.75,1,1,Cash,Large,CosmosDB,2025-08-04 12:01:00.000
220,txn-000220,20250803,101900,308,7,17,4,8.00,32.00,4,3,Mobile Pay,Medium,CosmosDB,2025-08-03 10:19:00.000
221,txn-000221,20250802,134700,269,5,6,3,5.00,15.00,3,2,Mobile Pay,Medium,CosmosDB,2025-08-02 13:47:00.000
222,txn-000222,20250802,213000,427,9,4,2,3.50,7.00,1,2,Gift Card,Small,CosmosDB,2025-08-02 21:30:00.000
223,txn-000223,20250802,205000,159,6,12,2,4.25,8.50,0,2,Cash,Large,CosmosDB,2025-08-02 20:50:00.000
224,txn-000224,20250803,122600,373,17,8,1,2.50,2.50,4,1,Credit Card,Small,CosmosDB,2025-08-03 12:26:00.000
225,txn-000225,20250803,225700,51,13,1,1,4.00,4.00,0,0,Mobile Pay,Medium,CosmosDB,2025-08-03 22:57:00.000
226,txn-000226,20250803,65400,323,14,10,2,5.50,11.00,3,1,Gift Card,Large,CosmosDB,2025-08-03 06:54:00.000
227,txn-000227,20250802,15600,174,5,4,2,4.75,9.50,3,1,Credit Card,Medium,CosmosDB,2025-08-02 01:56:00.000
228,txn-000228,20250801,202900,320,11,13,1,3.25,3.25,1,2,Mobile Pay,Large,CosmosDB,2025-08-01 20:29:00.000
229,txn-000229,20250803,172600,245,16,17,2,7.25,14.50,2,3,Mobile Pay,Small,CosmosDB,2025-08-03 17:26:00.000
230,txn-000230,20250803,113000,242,6,9,3,4.25,12.75,4,2,Mobile Pay,Medium,CosmosDB,2025-08-03 11:30:00.000
231,txn-000231,20250801,124200,378,3,7,1,5.50,5.50,1,0,Credit Card,Large,CosmosDB,2025-08-01 12:42:00.000
232,txn-000232,20250803,24800,406,12,16,2,6.50,13.00,4,2,Debit Card,Medium,CosmosDB,2025-08-03 02:48:00.000
233,txn-000233,20250801,134100,174,9,16,1,5.50,5.50,1,0,Credit Card,Small,CosmosDB,2025-08-01 13:41:00.000
234,txn-000234,20250802,91000,180,9,15,3,5.50,16.50,4,3,Cash,Medium,CosmosDB,2025-08-02 09:10:00.000
235,txn-000235,20250802,110500,18,20,9,1,4.25,4.25,1,2,Mobile Pay,Medium,CosmosDB,2025-08-02 11:05:00.000
236,txn-000236,20250804,95200,155,5,9,1,3.50,3.50,4,0,Credit Card,Small,CosmosDB,2025-08-04 09:52:00.000
237,txn-000237,20250802,120900,500,18,11,1,3.75,3.75,3,1,Credit Card,Large,CosmosDB,2025-08-02 12:09:00.000
238,txn-000238,20250802,44700,22,13,3,3,3.50,10.50,5,0,Debit Card,Medium,CosmosDB,2025-08-02 04:47:00.000
239,txn-000239,20250802,13300,376,1,6,1,6.00,6.00,2,2,Gift Card,Large,CosmosDB,2025-08-02 01:33:00.000
240,txn-000240,20250804,105400,473,16,14,3,3.50,10.50,3,0,Credit Card,Large,CosmosDB,2025-08-04 10:54:00.000
241,txn-000241,20250803,192800,270,15,10,3,3.75,11.25,0,3,Cash,Small,CosmosDB,2025-08-03 19:28:00.000
242,txn-000242,20250804,85700,441,4,6,3,6.00,18.00,5,2,Debit Card,Large,CosmosDB,2025-08-04 08:57:00.000
243,txn-000243,20250801,131800,410,8,16,1,6.75,6.75,2,1,Debit Card,Medium,CosmosDB,2025-08-01 13:18:00.000
244,txn-000244,20250802,12000,75,6,5,2,5.50,11.00,4,1,Mobile Pay,Large,CosmosDB,2025-08-02 01:20:00.000
245,txn-000245,20250801,222800,313,2,2,2,4.25,8.50,5,0,Mobile Pay,Medium,CosmosDB,2025-08-01 22:28:00.000
246,txn-000246,20250803,200400,92,9,13,4,3.25,13.00,3,1,Debit Card,Large,CosmosDB,2025-08-03 20:04:00.000
247,txn-000247,20250801,112500,18,10,16,4,6.50,26.00,3,2,Cash,Medium,CosmosDB,2025-08-01 11:25:00.000
248,txn-000248,20250802,231700,73,5,7,4,3.50,14.00,0,0,Gift Card,Small,CosmosDB,2025-08-02 23:17:00.000
249,txn-000249,20250803,135600,28,10,7,4,5.50,22.00,3,3,Mobile Pay,Large,CosmosDB,2025-08-03 13:56:00.000
250,txn-000250,20250803,75700,98,12,5,2,5.50,11.00,3,1,Credit Card,Large,CosmosDB,2025-08-03 07:57:00.000
251,txn-000251,20250801,74100,390,11,7,3,5.50,16.50,3,3,Credit Card,Large,CosmosDB,2025-08-01 07:41:00.000
252,txn-000252,20250804,33900,161,8,9,2,5.25,10.50,0,0,Debit Card,Large,CosmosDB,2025-08-04 03:39:00.000
253,txn-000253,20250802,195300,6,12,10,4,3.75,15.00,5,2,Mobile Pay,Small,CosmosDB,2025-08-02 19:53:00.000
254,txn-000254,20250802,205200,115,9,16,3,7.25,21.75,2,0,Debit Card,Large,CosmosDB,2025-08-02 20:52:00.000
255,txn-000255,20250802,42000,107,15,6,4,4.00,16.00,3,1,Debit Card,Small,CosmosDB,2025-08-02 04:20:00.000
256,txn-000256,20250801,233500,147,15,6,2,5.00,10.00,3,1,Mobile Pay,Medium,CosmosDB,2025-08-01 23:35:00.000
257,txn-000257,20250803,192400,173,18,6,4,6.00,24.00,2,2,Mobile Pay,Large,CosmosDB,2025-08-03 19:24:00.000
258,txn-000258,20250801,101600,42,12,5,3,5.50,16.50,3,0,Credit Card,Large,CosmosDB,2025-08-01 10:16:00.000
259,txn-000259,20250803,112500,177,5,10,2,4.75,9.50,4,2,Debit Card,Medium,CosmosDB,2025-08-03 11:25:00.000
260,txn-000260,20250801,215700,134,17,7,3,5.25,15.75,5,0,Mobile Pay,Large,CosmosDB,2025-08-01 21:57:00.000
261,txn-000261,20250803,115800,263,16,20,1,3.00,3.00,4,2,Cash,Medium,CosmosDB,2025-08-03 11:58:00.000
262,txn-000262,20250802,203600,468,15,10,2,3.75,7.50,3,3,Mobile Pay,Small,CosmosDB,2025-08-02 20:36:00.000
263,txn-000263,20250803,195400,37,8,9,2,4.25,8.50,1,0,Credit Card,Medium,CosmosDB,2025-08-03 19:54:00.000
264,txn-000264,20250802,102200,96,3,10,4,4.50,18.00,2,1,Mobile Pay,Medium,CosmosDB,2025-08-02 10:22:00.000
265,txn-000265,20250804,32700,473,1,1,1,3.00,3.00,1,0,Credit Card,Small,CosmosDB,2025-08-04 03:27:00.000
266,txn-000266,20250801,213700,126,18,2,1,3.25,3.25,3,0,Gift Card,Small,CosmosDB,2025-08-01 21:37:00.000
267,txn-000267,20250802,141800,308,8,6,1,6.00,6.00,1,2,Cash,Large,CosmosDB,2025-08-02 14:18:00.000
268,txn-000268,20250803,143100,434,7,8,3,4.75,14.25,1,2,Cash,Large,CosmosDB,2025-08-03 14:31:00.000
269,txn-000269,20250801,112800,500,11,7,4,5.75,23.00,4,0,Mobile Pay,Large,CosmosDB,2025-08-01 11:28:00.000
270,txn-000270,20250803,221500,494,20,18,4,6.25,25.00,5,1,Cash,Small,CosmosDB,2025-08-03 22:15:00.000
271,txn-000271,20250801,170400,211,17,18,1,7.00,7.00,3,0,Gift Card,Medium,CosmosDB,2025-08-01 17:04:00.000
272,txn-000272,20250801,133800,303,15,17,3,8.75,26.25,4,2,Cash,Large,CosmosDB,2025-08-01 13:38:00.000
273,txn-000273,20250801,230400,257,1,7,1,4.50,4.50,4,0,Mobile Pay,Medium,CosmosDB,2025-08-01 23:04:00.000
274,txn-000274,20250803,152800,290,8,8,4,3.50,14.00,0,3,Cash,Medium,CosmosDB,2025-08-03 15:28:00.000
275,txn-000275,20250803,180700,356,14,15,2,6.00,12.00,1,0,Gift Card,Large,CosmosDB,2025-08-03 18:07:00.000
276,txn-000276,20250804,20400,247,9,5,3,3.50,10.50,3,3,Debit Card,Small,CosmosDB,2025-08-04 02:04:00.000
277,txn-000277,20250801,131700,335,4,3,2,2.75,5.50,2,2,Cash,Small,CosmosDB,2025-08-01 13:17:00.000
278,txn-000278,20250804,52300,4,3,19,4,2.00,8.00,5,2,Gift Card,Medium,CosmosDB,2025-08-04 05:23:00.000
279,txn-000279,20250802,222100,240,18,3,1,3.50,3.50,5,3,Debit Card,Medium,CosmosDB,2025-08-02 22:21:00.000
280,txn-000280,20250801,163000,447,2,2,2,3.25,6.50,4,1,Gift Card,Small,CosmosDB,2025-08-01 16:30:00.000
281,txn-000281,20250803,92400,61,13,11,1,3.50,3.50,0,0,Mobile Pay,Large,CosmosDB,2025-08-03 09:24:00.000
282,txn-000282,20250804,135300,119,4,6,1,6.00,6.00,5,2,Credit Card,Large,CosmosDB,2025-08-04 13:53:00.000
283,txn-000283,20250802,65000,335,10,18,1,7.00,7.00,2,1,Credit Card,Medium,CosmosDB,2025-08-02 06:50:00.000
284,txn-000284,20250802,14100,386,3,9,2,5.25,10.50,5,3,Gift Card,Large,CosmosDB,2025-08-02 01:41:00.000
285,txn-000285,20250801,212500,1,20,18,1,7.00,7.00,5,2,Credit Card,Medium,CosmosDB,2025-08-01 21:25:00.000
286,txn-000286,20250803,133800,139,15,7,3,4.50,13.50,4,1,Debit Card,Medium,CosmosDB,2025-08-03 13:38:00.000
287,txn-000287,20250804,133300,48,15,6,2,6.00,12.00,4,3,Mobile Pay,Large,CosmosDB,2025-08-04 13:33:00.000
288,txn-000288,20250804,83000,390,19,15,1,4.75,4.75,1,3,Credit Card,Small,CosmosDB,2025-08-04 08:30:00.000
289,txn-000289,20250802,123000,114,17,13,4,1.75,7.00,0,1,Cash,Small,CosmosDB,2025-08-02 12:30:00.000
290,txn-000290,20250803,182200,335,1,10,1,3.75,3.75,1,2,Mobile Pay,Small,CosmosDB,2025-08-03 18:22:00.000
291,txn-000291,20250803,190200,9,20,6,4,4.75,19.00,4,1,Debit Card,Medium,CosmosDB,2025-08-03 19:02:00.000
292,txn-000292,20250802,203300,94,13,8,1,2.50,2.50,3,3,Mobile Pay,Small,CosmosDB,2025-08-02 20:33:00.000
293,txn-000293,20250804,14400,429,20,12,4,4.25,17.00,1,3,Cash,Large,CosmosDB,2025-08-04 01:44:00.000
294,txn-000294,20250802,202600,381,12,4,1,4.75,4.75,3,2,Gift Card,Medium,CosmosDB,2025-08-02 20:26:00.000
295,txn-000295,20250802,213800,484,11,19,3,2.75,8.25,4,1,Mobile Pay,Large,CosmosDB,2025-08-02 21:38:00.000
296,txn-000296,20250801,132500,234,2,5,4,3.50,14.00,2,2,Gift Card,Small,CosmosDB,2025-08-01 13:25:00.000
297,txn-000297,20250801,232500,226,19,20,4,3.00,12.00,3,1,Credit Card,Medium,CosmosDB,2025-08-01 23:25:00.000
298,txn-000298,20250801,70600,53,2,8,1,3.50,3.50,1,1,Credit Card,Medium,CosmosDB,2025-08-01 07:06:00.000
299,txn-000299,20250802,53600,190,3,6,3,5.00,15.00,3,0,Cash,Medium,CosmosDB,2025-08-02 05:36:00.000
300,txn-000300,20250803,211000,338,17,19,1,1.25,1.25,2,3,Gift Card,Small,CosmosDB,2025-08-03 21:10:00.000
301,txn-000301,20250802,171200,255,12,9,3,3.75,11.25,0,0,Debit Card,Small,CosmosDB,2025-08-02 17:12:00.000
302,txn-000302,20250804,110100,310,1,18,4,7.00,28.00,1,3,Credit Card,Medium,CosmosDB,2025-08-04 11:01:00.000
303,txn-000303,20250801,73600,409,8,2,4,4.25,17.00,2,0,Credit Card,Medium,CosmosDB,2025-08-01 07:36:00.000
304,txn-000304,20250802,233300,41,7,6,3,4.00,12.00,1,3,Mobile Pay,Small,CosmosDB,2025-08-02 23:33:00.000
305,txn-000305,20250803,213600,100,9,9,1,5.25,5.25,1,3,Gift Card,Large,CosmosDB,2025-08-03 21:36:00.000
306,txn-000306,20250801,184600,229,12,20,3,3.00,9.00,5,0,Debit Card,Medium,CosmosDB,2025-08-01 18:46:00.000
307,txn-000307,20250803,132800,292,9,19,3,1.50,4.50,3,0,Gift Card,Small,CosmosDB,2025-08-03 13:28:00.000
308,txn-000308,20250803,143600,254,8,9,1,5.25,5.25,2,3,Cash,Large,CosmosDB,2025-08-03 14:36:00.000
309,txn-000309,20250803,145400,405,5,16,4,7.25,29.00,0,1,Credit Card,Large,CosmosDB,2025-08-03 14:54:00.000
310,txn-000310,20250803,214300,267,12,20,3,3.00,9.00,3,2,Debit Card,Small,CosmosDB,2025-08-03 21:43:00.000
311,txn-000311,20250802,200700,207,15,12,3,4.25,12.75,0,1,Credit Card,Large,CosmosDB,2025-08-02 20:07:00.000
312,txn-000312,20250803,225900,140,2,19,4,2.00,8.00,1,2,Cash,Medium,CosmosDB,2025-08-03 22:59:00.000
313,txn-000313,20250801,190700,417,3,9,1,3.50,3.50,4,0,Gift Card,Small,CosmosDB,2025-08-01 19:07:00.000
314,txn-000314,20250802,90500,441,1,8,4,3.50,14.00,5,3,Cash,Medium,CosmosDB,2025-08-02 09:05:00.000
315,txn-000315,20250804,95400,91,9,15,4,5.50,22.00,5,2,Debit Card,Medium,CosmosDB,2025-08-04 09:54:00.000
316,txn-000316,20250802,35400,90,15,18,3,7.25,21.75,3,3,Credit Card,Medium,CosmosDB,2025-08-02 03:54:00.000
317,txn-000317,20250802,212200,102,8,17,1,8.50,8.50,3,2,Mobile Pay,Large,CosmosDB,2025-08-02 21:22:00.000
318,txn-000318,20250804,72900,68,11,16,4,7.25,29.00,3,3,Cash,Large,CosmosDB,2025-08-04 07:29:00.000
319,txn-000319,20250804,135500,71,4,10,1,5.50,5.50,2,2,Mobile Pay,Large,CosmosDB,2025-08-04 13:55:00.000
320,txn-000320,20250802,101000,43,18,1,1,4.75,4.75,4,0,Cash,Large,CosmosDB,2025-08-02 10:10:00.000
321,txn-000321,20250803,163700,289,19,4,2,4.75,9.50,1,3,Debit Card,Medium,CosmosDB,2025-08-03 16:37:00.000
322,txn-000322,20250803,220500,75,13,13,2,3.25,6.50,1,1,Gift Card,Large,CosmosDB,2025-08-03 22:05:00.000
323,txn-000323,20250804,131300,27,10,12,4,2.50,10.00,2,1,Mobile Pay,Small,CosmosDB,2025-08-04 13:13:00.000
324,txn-000324,20250802,112300,287,17,7,4,3.25,13.00,5,2,Cash,Small,CosmosDB,2025-08-02 11:23:00.000
325,txn-000325,20250802,185700,475,7,8,3,3.50,10.50,2,2,Cash,Medium,CosmosDB,2025-08-02 18:57:00.000
326,txn-000326,20250803,70800,458,13,18,1,6.25,6.25,4,3,Credit Card,Small,CosmosDB,2025-08-03 07:08:00.000
327,txn-000327,20250804,94500,373,2,1,3,5.00,15.00,2,2,Debit Card,Large,CosmosDB,2025-08-04 09:45:00.000
328,txn-000328,20250803,75400,171,13,2,1,3.25,3.25,0,3,Mobile Pay,Small,CosmosDB,2025-08-03 07:54:00.000
329,txn-000329,20250803,2600,43,18,11,3,3.75,11.25,5,0,Mobile Pay,Large,CosmosDB,2025-08-03 00:26:00.000
330,txn-000330,20250802,62100,181,17,7,1,4.50,4.50,0,3,Gift Card,Medium,CosmosDB,2025-08-02 06:21:00.000
331,txn-000331,20250803,92800,8,18,18,2,6.00,12.00,1,0,Gift Card,Small,CosmosDB,2025-08-03 09:28:00.000
332,txn-000332,20250802,71900,127,5,2,2,3.25,6.50,0,1,Debit Card,Small,CosmosDB,2025-08-02 07:19:00.000
333,txn-000333,20250802,71600,73,10,1,3,4.00,12.00,0,2,Credit Card,Medium,CosmosDB,2025-08-02 07:16:00.000
334,txn-000334,20250801,215000,428,7,15,2,5.50,11.00,5,3,Cash,Medium,CosmosDB,2025-08-01 21:50:00.000
335,txn-000335,20250802,161700,73,5,12,1,3.50,3.50,2,0,Debit Card,Medium,CosmosDB,2025-08-02 16:17:00.000
336,txn-000336,20250801,104000,470,17,17,4,8.00,32.00,4,3,Mobile Pay,Medium,CosmosDB,2025-08-01 10:40:00.000
337,txn-000337,20250803,63600,379,16,6,3,5.00,15.00,3,2,Cash,Medium,CosmosDB,2025-08-03 06:36:00.000
338,txn-000338,20250804,32100,98,3,4,2,4.75,9.50,3,3,Mobile Pay,Medium,CosmosDB,2025-08-04 03:21:00.000
339,txn-000339,20250804,52100,377,3,8,1,4.50,4.50,5,3,Debit Card,Large,CosmosDB,2025-08-04 05:21:00.000
340,txn-000340,20250804,35800,12,20,16,1,5.75,5.75,3,3,Mobile Pay,Small,CosmosDB,2025-08-04 03:58:00.000
341,txn-000341,20250804,131600,268,3,7,1,4.50,4.50,2,3,Cash,Medium,CosmosDB,2025-08-04 13:16:00.000
342,txn-000342,20250804,3800,75,13,2,3,3.25,9.75,4,2,Credit Card,Small,CosmosDB,2025-08-04 00:38:00.000
343,txn-000343,20250801,140100,99,10,9,2,4.25,8.50,4,3,Cash,Medium,CosmosDB,2025-08-01 14:01:00.000
344,txn-000344,20250803,93000,360,3,5,4,5.50,22.00,3,0,Credit Card,Large,CosmosDB,2025-08-03 09:30:00.000
345,txn-000345,20250802,21600,252,6,17,4,8.00,32.00,1,2,Gift Card,Medium,CosmosDB,2025-08-02 02:16:00.000
346,txn-000346,20250802,172400,72,10,20,3,3.00,9.00,3,1,Debit Card,Small,CosmosDB,2025-08-02 17:24:00.000
347,txn-000347,20250801,133600,348,13,1,1,5.00,5.00,4,2,Cash,Large,CosmosDB,2025-08-01 13:36:00.000
348,txn-000348,20250803,225400,320,2,20,3,3.00,9.00,4,2,Cash,Small,CosmosDB,2025-08-03 22:54:00.000
349,txn-000349,20250802,90900,91,12,8,1,3.50,3.50,0,3,Mobile Pay,Medium,CosmosDB,2025-08-02 09:09:00.000
350,txn-000350,20250803,175100,83,9,1,4,4.00,16.00,4,1,Cash,Medium,CosmosDB,2025-08-03 17:51:00.000
351,txn-000351,20250804,33500,180,5,9,4,4.25,17.00,5,0,Cash,Medium,CosmosDB,2025-08-04 03:35:00.000
352,txn-000352,20250802,3900,110,14,7,1,5.50,5.50,5,0,Mobile Pay,Large,CosmosDB,2025-08-02 00:39:00.000
353,txn-000353,20250802,22200,403,11,2,2,4.25,8.50,3,3,Mobile Pay,Medium,CosmosDB,2025-08-02 02:22:00.000
354,txn-000354,20250802,61400,192,13,10,2,5.50,11.00,2,0,Gift Card,Large,CosmosDB,2025-08-02 06:14:00.000
355,txn-000355,20250801,80300,164,16,14,1,2.00,2.00,0,3,Cash,Small,CosmosDB,2025-08-01 08:03:00.000
356,txn-000356,20250801,223800,136,17,6,2,5.25,10.50,0,2,Debit Card,Medium,CosmosDB,2025-08-01 22:38:00.000
357,txn-000357,20250804,131100,476,11,17,1,7.25,7.25,4,2,Mobile Pay,Small,CosmosDB,2025-08-04 13:11:00.000
358,txn-000358,20250801,103100,391,1,18,3,6.25,18.75,0,2,Mobile Pay,Small,CosmosDB,2025-08-01 10:31:00.000
359,txn-000359,20250803,65700,173,19,2,2,4.25,8.50,3,3,Cash,Medium,CosmosDB,2025-08-03 06:57:00.000
360,txn-000360,20250802,23900,151,20,8,3,3.50,10.50,1,3,Debit Card,Medium,CosmosDB,2025-08-02 02:39:00.000
361,txn-000361,20250801,72400,164,17,6,4,5.25,21.00,4,2,Gift Card,Medium,CosmosDB,2025-08-01 07:24:00.000
362,txn-000362,20250801,100600,157,6,7,2,5.50,11.00,2,1,Credit Card,Large,CosmosDB,2025-08-01 10:06:00.000
363,txn-000363,20250801,133500,251,17,9,4,3.50,14.00,0,2,Mobile Pay,Small,CosmosDB,2025-08-01 13:35:00.000
364,txn-000364,20250804,90800,123,17,12,3,2.75,8.25,0,0,Mobile Pay,Small,CosmosDB,2025-08-04 09:08:00.000
365,txn-000365,20250801,175400,234,20,10,2,5.50,11.00,2,3,Mobile Pay,Large,CosmosDB,2025-08-01 17:54:00.000
366,txn-000366,20250801,152900,202,4,20,1,3.00,3.00,1,2,Debit Card,Small,CosmosDB,2025-08-01 15:29:00.000
367,txn-000367,20250804,20400,398,15,6,2,6.00,12.00,1,3,Mobile Pay,Large,CosmosDB,2025-08-04 02:04:00.000
368,txn-000368,20250802,194100,417,10,10,4,3.75,15.00,2,2,Credit Card,Small,CosmosDB,2025-08-02 19:41:00.000
369,txn-000369,20250802,161900,474,14,20,1,4.50,4.50,3,0,Cash,Large,CosmosDB,2025-08-02 16:19:00.000
370,txn-000370,20250802,192500,47,12,14,1,1.75,1.75,1,1,Cash,Small,CosmosDB,2025-08-02 19:25:00.000
371,txn-000371,20250803,154500,475,2,3,1,4.25,4.25,0,1,Mobile Pay,Large,CosmosDB,2025-08-03 15:45:00.000
372,txn-000372,20250804,20800,54,15,4,2,5.50,11.00,1,1,Cash,Large,CosmosDB,2025-08-04 02:08:00.000
373,txn-000373,20250802,192100,87,3,16,1,7.00,7.00,1,0,Cash,Large,CosmosDB,2025-08-02 19:21:00.000
374,txn-000374,20250804,42800,97,6,6,4,5.25,21.00,4,0,Mobile Pay,Medium,CosmosDB,2025-08-04 04:28:00.000
375,txn-000375,20250804,104300,263,6,4,3,5.75,17.25,0,1,Cash,Large,CosmosDB,2025-08-04 10:43:00.000
376,txn-000376,20250801,171900,381,2,4,3,5.75,17.25,4,1,Credit Card,Large,CosmosDB,2025-08-01 17:19:00.000
377,txn-000377,20250801,133400,385,14,9,4,5.25,21.00,3,1,Debit Card,Large,CosmosDB,2025-08-01 13:34:00.000
378,txn-000378,20250801,73300,234,19,1,3,3.00,9.00,1,0,Mobile Pay,Small,CosmosDB,2025-08-01 07:33:00.000
379,txn-000379,20250803,21000,258,5,19,1,2.75,2.75,4,1,Gift Card,Large,CosmosDB,2025-08-03 02:10:00.000
380,txn-000380,20250801,70600,310,15,20,3,3.25,9.75,1,1,Debit Card,Medium,CosmosDB,2025-08-01 07:06:00.000
381,txn-000381,20250803,22200,13,13,18,4,6.25,25.00,3,1,Credit Card,Small,CosmosDB,2025-08-03 02:22:00.000
382,txn-000382,20250802,110700,164,20,15,4,6.25,25.00,5,2,Gift Card,Large,CosmosDB,2025-08-02 11:07:00.000
383,txn-000383,20250803,114000,359,18,9,3,3.50,10.50,3,2,Gift Card,Small,CosmosDB,2025-08-03 11:40:00.000
384,txn-000384,20250803,71200,186,1,1,4,4.00,16.00,5,3,Mobile Pay,Medium,CosmosDB,2025-08-03 07:12:00.000
385,txn-000385,20250804,41400,139,20,15,2,4.75,9.50,5,3,Gift Card,Small,CosmosDB,2025-08-04 04:14:00.000
386,txn-000386,20250801,63300,269,1,12,2,4.25,8.50,3,1,Gift Card,Large,CosmosDB,2025-08-01 06:33:00.000
387,txn-000387,20250802,122200,152,3,20,1,3.00,3.00,2,0,Mobile Pay,Small,CosmosDB,2025-08-02 12:22:00.000
388,txn-000388,20250804,134100,427,19,6,2,4.75,9.50,2,1,Gift Card,Medium,CosmosDB,2025-08-04 13:41:00.000
389,txn-000389,20250802,65400,398,12,6,4,4.00,16.00,3,1,Debit Card,Small,CosmosDB,2025-08-02 06:54:00.000
390,txn-000390,20250801,221100,80,18,18,2,6.50,13.00,4,0,Mobile Pay,Small,CosmosDB,2025-08-01 22:11:00.000
391,txn-000391,20250802,73200,113,15,18,4,6.25,25.00,4,1,Gift Card,Small,CosmosDB,2025-08-02 07:32:00.000
392,txn-000392,20250803,35200,134,11,14,3,3.50,10.50,3,3,Gift Card,Large,CosmosDB,2025-08-03 03:52:00.000
393,txn-000393,20250802,91100,478,10,5,2,4.50,9.00,0,2,Credit Card,Medium,CosmosDB,2025-08-02 09:11:00.000
394,txn-000394,20250802,40700,169,4,6,2,4.00,8.00,0,1,Gift Card,Small,CosmosDB,2025-08-02 04:07:00.000
395,txn-000395,20250801,123100,366,14,18,3,7.00,21.00,1,0,Credit Card,Medium,CosmosDB,2025-08-01 12:31:00.000
396,txn-000396,20250803,43400,359,18,11,1,2.00,2.00,4,2,Debit Card,Small,CosmosDB,2025-08-03 04:34:00.000
397,txn-000397,20250801,191700,12,2,7,2,4.50,9.00,2,3,Debit Card,Medium,CosmosDB,2025-08-01 19:17:00.000
398,txn-000398,20250802,162800,401,20,16,1,6.50,6.50,0,0,Debit Card,Medium,CosmosDB,2025-08-02 16:28:00.000
399,txn-000399,20250803,110900,295,13,17,1,7.25,7.25,5,3,Cash,Small,CosmosDB,2025-08-03 11:09:00.000
400,txn-000400,20250804,10700,52,2,19,4,2.75,11.00,1,1,Gift Card,Large,CosmosDB,2025-08-04 01:07:00.000
401,txn-000401,20250803,13600,320,10,1,3,3.00,9.00,4,3,Debit Card,Small,CosmosDB,2025-08-03 01:36:00.000
402,txn-000402,20250801,62800,224,14,9,1,3.75,3.75,4,2,Credit Card,Small,CosmosDB,2025-08-01 06:28:00.000
403,txn-000403,20250801,64100,100,4,16,2,7.25,14.50,4,3,Cash,Large,CosmosDB,2025-08-01 06:41:00.000
404,txn-000404,20250801,161600,144,16,15,4,6.00,24.00,0,3,Cash,Large,CosmosDB,2025-08-01 16:16:00.000
405,txn-000405,20250802,30200,20,9,18,4,6.25,25.00,4,3,Debit Card,Small,CosmosDB,2025-08-02 03:02:00.000
406,txn-000406,20250804,115400,267,9,6,1,3.75,3.75,2,1,Credit Card,Small,CosmosDB,2025-08-04 11:54:00.000
407,txn-000407,20250803,204100,171,18,7,2,5.50,11.00,4,2,Gift Card,Large,CosmosDB,2025-08-03 20:41:00.000
408,txn-000408,20250804,51700,363,9,2,2,4.25,8.50,4,2,Debit Card,Medium,CosmosDB,2025-08-04 05:17:00.000
409,txn-000409,20250801,203300,243,10,12,2,2.75,5.50,5,0,Gift Card,Small,CosmosDB,2025-08-01 20:33:00.000
410,txn-000410,20250801,102700,115,3,6,3,5.00,15.00,4,2,Credit Card,Medium,CosmosDB,2025-08-01 10:27:00.000
411,txn-000411,20250804,4100,23,8,3,2,3.50,7.00,2,0,Mobile Pay,Medium,CosmosDB,2025-08-04 00:41:00.000
412,txn-000412,20250804,124500,387,10,9,3,4.25,12.75,3,2,Mobile Pay,Medium,CosmosDB,2025-08-04 12:45:00.000
413,txn-000413,20250802,122500,166,18,4,3,5.75,17.25,3,2,Gift Card,Large,CosmosDB,2025-08-02 12:25:00.000
414,txn-000414,20250804,53000,137,16,20,3,3.25,9.75,2,0,Credit Card,Small,CosmosDB,2025-08-04 05:30:00.000
415,txn-000415,20250802,120000,426,16,18,4,7.75,31.00,4,3,Cash,Large,CosmosDB,2025-08-02 12:00:00.000
416,txn-000416,20250801,172600,398,9,13,3,3.25,9.75,2,1,Cash,Large,CosmosDB,2025-08-01 17:26:00.000
